Date,Open,High,Low,Close
22-April-2005,6329.85,6374.03,6302.03,6346.57,
25-April-2005,6338.67,6391.73,6308.48,6377.85,
26-April-2005,6374.28,6377.54,6323.32,6339.98,
27-April-2005,6323.90,6358.59,6258.07,6278.50,
28-April-2005,6271.61,6293.97,6232.48,6284.20,
29-April-2005,6283.07,6288.44,6138.47,6154.44,
2-May-2005,6183.07,6223.78,6140.97,6195.15,
3-May-2005,6200.39,6246.63,6189.16,6216.77,
4-May-2005,6218.95,6295.14,6218.95,6289.55,
5-May-2005,6322.02,6391.32,6322.02,6359.65,
6-May-2005,6367.25,6404.36,6333.83,6388.48,
9-May-2005,6391.80,6487.12,6391.80,6481.35,
10-May-2005,6486.08,6494.91,6439.69,6454.71,
11-May-2005,6420.25,6456.52,6380.76,6445.13,
12-May-2005,6442.86,6482.39,6432.17,6456.82,
13-May-2005,6447.72,6463.14,6418.78,6451.54,
16-May-2005,6456.97,6532.17,6456.97,6528.03,
17-May-2005,6545.22,6568.61,6449.98,6466.00,
18-May-2005,6457.37,6458.29,6380.53,6447.00,
19-May-2005,6461.07,6538.19,6460.24,6478.94,
20-May-2005,6462.16,6512.96,6438.60,6499.50,
23-May-2005,6504.49,6549.57,6499.21,6539.83,
24-May-2005,6563.02,6579.05,6522.80,6565.37,
25-May-2005,6566.84,6612.25,6537.61,6597.60,
26-May-2005,6599.27,6685.33,6587.57,6670.78,
27-May-2005,6689.56,6772.74,6689.14,6707.72,
30-May-2005,6697.15,6724.99,6642.61,6663.55,
31-May-2005,6666.17,6722.55,6647.70,6715.11,
1-June-2005,6729.39,6763.28,6710.37,6729.90,
2-June-2005,6733.46,6756.62,6647.36,6655.56,
3-June-2005,6664.98,6761.13,6647.69,6748.85,
4-June-2005,6744.31,6772.09,6736.59,6753.00,
6-June-2005,6747.20,6813.91,6740.63,6758.19,
7-June-2005,6756.60,6795.03,6737.09,6781.25,
8-June-2005,6768.20,6862.83,6768.20,6858.24,
9-June-2005,6858.70,6862.79,6813.20,6832.53,
10-June-2005,6833.58,6883.67,6774.14,6781.99,
13-June-2005,6790.33,6843.62,6757.04,6832.68,
14-June-2005,6847.62,6865.18,6819.31,6860.18,
15-June-2005,6876.79,6916.33,6858.08,6906.98,
16-June-2005,6906.12,6933.26,6869.47,6900.41,
17-June-2005,6913.07,6921.60,6855.55,6906.52,
20-June-2005,6940.06,7001.55,6940.06,6984.55,
21-June-2005,6985.91,7083.58,6967.95,7076.52,
22-June-2005,7079.87,7167.32,7079.87,7145.34,
23-June-2005,7142.91,7156.55,7090.48,7119.76,
24-June-2005,7104.43,7178.04,7058.01,7148.62,
27-June-2005,7136.39,7228.21,7133.94,7151.08,
28-June-2005,7158.66,7175.15,7036.06,7049.00,
29-June-2005,7059.37,7125.21,7034.48,7119.88,
30-June-2005,7154.27,7218.28,7154.27,7193.85,
1-July-2005,7165.45,7228.57,7154.93,7210.77,
4-July-2005,7186.74,7284.41,7186.74,7277.31,
5-July-2005,7275.00,7308.72,7209.86,7220.25,
6-July-2005,7227.22,7296.18,7227.22,7287.60,
7-July-2005,7281.07,7306.54,7123.11,7145.13,
8-July-2005,7171.52,7240.39,7158.14,7212.08,
11-July-2005,7227.51,7320.25,7227.51,7306.74,
12-July-2005,7297.95,7352.46,7217.60,7303.95,
13-July-2005,7303.19,7338.01,7236.78,7247.91,
14-July-2005,7262.86,7263.03,7163.85,7187.70,
15-July-2005,7192.45,7283.04,7178.09,7271.54,
18-July-2005,7325.65,7359.81,7308.87,7347.10,
19-July-2005,7348.60,7385.69,7317.85,7346.63,
20-July-2005,7373.94,7392.67,7334.48,7342.89,
21-July-2005,7345.98,7380.69,7275.59,7304.32,
22-July-2005,7306.64,7429.95,7273.19,7423.25,
25-July-2005,7427.65,7526.88,7427.65,7505.60,
26-July-2005,7524.10,7564.79,7473.24,7552.77,
27-July-2005,7559.76,7620.37,7504.96,7605.03,
29-July-2005,7556.17,7708.59,7545.79,7635.42,
1-August-2005,7632.01,7681.11,7596.74,7669.45,
2-August-2005,7683.13,7762.80,7683.13,7756.04,
3-August-2005,7774.29,7843.77,7740.83,7756.47,
4-August-2005,7810.05,7826.36,7756.97,7797.08,
5-August-2005,7806.11,7817.61,7738.64,7754.00,
8-August-2005,7760.67,7781.04,7594.94,7606.17,
9-August-2005,7617.46,7686.85,7559.80,7595.57,
10-August-2005,7615.90,7741.35,7615.90,7729.82,
11-August-2005,7749.01,7842.55,7727.50,7816.51,
12-August-2005,7835.70,7861.26,7755.58,7767.49,
16-August-2005,7774.27,7828.01,7737.76,7768.24,
17-August-2005,7771.78,7870.62,7735.37,7859.53,
18-August-2005,7902.84,7921.39,7791.91,7811.33,
19-August-2005,7817.74,7867.89,7760.69,7780.76,
22-August-2005,7814.93,7846.02,7711.18,7750.60,
23-August-2005,7764.86,7770.83,7601.34,7615.99,
24-August-2005,7615.68,7639.68,7537.50,7612.00,
25-August-2005,7651.11,7672.18,7595.84,7660.42,
26-August-2005,7701.07,7732.31,7644.41,7680.22,
29-August-2005,7693.00,7699.56,7566.21,7634.43,
30-August-2005,7681.67,7758.36,7679.44,7745.00,
31-August-2005,7746.80,7807.67,7726.98,7805.43,
1-September-2005,7818.90,7902.19,7818.90,7876.15,
2-September-2005,7888.11,7928.07,7836.34,7899.77,
5-September-2005,7901.35,7983.33,7901.35,7925.24,
6-September-2005,7931.42,7976.40,7914.41,7946.78,
8-September-2005,7957.35,8060.26,7957.35,8052.56,
9-September-2005,8060.89,8077.74,8015.75,8060.01,
12-September-2005,8072.99,8142.81,8072.99,8138.42,
13-September-2005,8137.39,8202.04,8121.08,8193.96,
14-September-2005,8207.53,8260.01,8144.32,8189.48,
15-September-2005,8208.21,8294.24,8203.77,8283.76,
16-September-2005,8296.88,8388.80,8268.60,8380.96,
19-September-2005,8399.51,8461.10,8382.96,8444.84,
20-September-2005,8412.71,8515.50,8376.12,8500.28,
21-September-2005,8499.33,8521.75,8261.58,8487.14,
22-September-2005,8480.62,8519.60,8186.13,8221.64,
23-September-2005,8255.05,8327.35,8121.81,8222.59,
26-September-2005,8280.06,8487.36,8280.06,8478.91,
27-September-2005,8497.25,8585.76,8444.98,8525.52,
28-September-2005,8535.81,8613.83,8475.68,8606.03,
29-September-2005,8588.47,8722.17,8588.47,8650.17,
30-September-2005,8672.66,8683.57,8527.38,8634.48,
3-October-2005,8662.99,8725.75,8662.99,8697.65,
4-October-2005,8706.70,8808.83,8706.70,8799.96,
5-October-2005,8815.67,8821.84,8695.69,8724.47,
6-October-2005,8693.20,8693.20,8508.43,8528.70,
7-October-2005,8525.80,8586.43,8410.69,8491.56,
10-October-2005,8516.44,8564.85,8465.90,8483.86,
11-October-2005,8547.95,8563.85,8381.96,8540.56,
13-October-2005,8520.48,8547.80,8346.32,8376.90,
14-October-2005,8389.45,8396.42,8180.10,8201.73,
17-October-2005,8230.47,8254.80,8131.77,8202.62,
18-October-2005,8232.26,8317.38,8067.91,8122.25,
19-October-2005,8066.06,8084.79,7922.89,7971.06,
20-October-2005,8075.82,8134.83,7838.02,7935.12,
21-October-2005,7930.50,8080.77,7901.14,8068.95,
24-October-2005,8096.49,8126.27,7898.41,7920.80,
25-October-2005,7974.17,8074.08,7921.44,7991.74,
26-October-2005,7996.92,8047.86,7951.05,7974.69,
27-October-2005,7989.35,7994.82,7766.99,7798.49,
28-October-2005,7795.03,7795.03,7656.15,7685.64,
31-October-2005,7717.07,7905.70,7717.07,7892.32,
1-November-2005,7989.86,8023.52,7914.77,7944.10,
2-November-2005,7953.28,8086.84,7891.23,8072.75,
7-November-2005,8083.59,8216.42,8049.65,8206.83,
8-November-2005,8218.82,8353.10,8213.75,8317.80,
9-November-2005,8332.01,8405.46,8269.09,8308.78,
10-November-2005,8314.39,8342.53,8265.26,8308.93,
11-November-2005,8332.94,8483.68,8332.94,8471.04,
14-November-2005,8503.70,8569.91,8416.89,8494.29,
16-November-2005,8511.10,8606.95,8503.00,8595.92,
17-November-2005,8611.79,8662.57,8547.34,8649.52,
18-November-2005,8669.84,8739.57,8661.60,8686.65,
21-November-2005,8699.27,8713.10,8586.92,8610.74,
22-November-2005,8602.82,8664.46,8518.18,8534.97,
23-November-2005,8542.61,8649.68,8537.48,8638.34,
24-November-2005,8655.14,8765.71,8655.14,8744.04,
25-November-2005,8760.70,8863.93,8760.70,8853.21,
26-November-2005,8858.20,8912.12,8858.20,8889.03,
28-November-2005,8905.68,9005.63,8905.68,8994.94,
29-November-2005,9000.65,9000.65,8875.82,8931.16,
30-November-2005,8962.92,9033.99,8768.80,8788.81,
1-December-2005,8813.82,8960.11,8769.56,8944.78,
2-December-2005,9010.58,9057.97,8943.70,8961.61,
5-December-2005,8965.83,9010.73,8803.37,8823.31,
6-December-2005,8827.00,8915.12,8783.93,8815.53,
7-December-2005,8825.93,8915.88,8825.93,8895.81,
8-December-2005,8912.74,8931.58,8826.39,8906.31,
9-December-2005,8907.72,9080.76,8907.72,9067.28,
12-December-2005,9092.65,9175.60,9092.65,9133.67,
13-December-2005,9160.76,9274.19,9111.03,9263.90,
14-December-2005,9264.99,9309.01,9199.85,9241.76,
15-December-2005,9259.78,9298.28,9117.26,9170.40,
16-December-2005,9191.63,9290.31,9137.16,9284.46,
19-December-2005,9263.32,9402.68,9263.32,9394.27,
20-December-2005,9400.25,9427.57,9310.63,9346.24,
21-December-2005,9349.24,9423.25,9272.76,9339.17,
22-December-2005,9398.62,9413.70,9328.76,9372.30,
23-December-2005,9417.29,9442.98,9237.94,9256.91,
26-December-2005,9254.09,9262.48,9050.51,9085.89,
27-December-2005,9071.25,9297.07,9020.80,9283.16,
28-December-2005,9292.18,9350.82,9207.27,9257.51,
29-December-2005,9272.63,9338.11,9271.63,9323.25,
30-December-2005,9339.32,9427.23,9311.53,9397.93,
2-January-2006,9422.49,9457.09,9366.09,9390.14,
3-January-2006,9401.83,9546.78,9390.79,9539.37,
4-January-2006,9523.29,9664.94,9523.29,9648.08,
5-January-2006,9638.27,9679.72,9571.31,9617.74,
6-January-2006,9635.09,9680.92,9535.66,9640.29,
9-January-2006,9643.92,9689.68,9539.63,9583.45,
10-January-2006,9584.47,9600.08,9418.63,9445.30,
12-January-2006,9334.13,9435.26,9303.71,9380.88,
13-January-2006,9425.07,9471.89,9362.25,9374.19,
16-January-2006,9382.86,9397.62,9287.09,9311.19,
17-January-2006,9317.99,9421.52,9289.23,9314.13,
18-January-2006,9293.80,9302.78,9158.44,9237.53,
19-January-2006,9271.63,9473.86,9271.63,9449.84,
20-January-2006,9493.39,9556.19,9466.10,9520.96,
23-January-2006,9467.56,9503.40,9432.93,9464.90,
24-January-2006,9503.42,9574.14,9503.42,9549.92,
25-January-2006,9580.30,9714.48,9580.30,9685.74,
27-January-2006,9764.26,9883.95,9764.26,9870.79,
30-January-2006,9896.46,9945.19,9803.68,9849.03,
31-January-2006,9892.23,9939.55,9873.37,9919.89,
1-February-2006,9959.24,9993.92,9819.32,9859.26,
2-February-2006,9890.90,9956.10,9816.01,9843.87,
3-February-2006,9834.97,9837.74,9713.51,9742.58,
6-February-2006,9746.09,10002.83,9739.71,9980.42,
7-February-2006,9993.39,10099.58,9972.43,10082.28,
8-February-2006,10083.53,10083.53,9958.55,10044.82,
10-February-2006,10066.36,10122.25,10057.07,10110.97,
13-February-2006,10117.50,10182.77,10096.28,10173.25,
14-February-2006,10180.51,10185.06,10064.46,10086.63,
15-February-2006,10144.90,10191.97,10036.01,10113.18,
16-February-2006,10133.42,10195.42,10110.46,10124.30,
17-February-2006,10168.55,10184.04,9970.00,9981.11,
20-February-2006,10002.36,10092.85,9896.64,10079.30,
21-February-2006,10108.16,10195.51,10108.16,10168.11,
22-February-2006,10179.26,10237.61,10157.26,10224.32,
23-February-2006,10268.51,10304.88,10228.22,10244.05,
24-February-2006,10256.74,10271.67,10177.12,10200.76,
27-February-2006,10214.58,10296.22,10109.34,10282.09,
28-February-2006,10308.71,10422.65,10206.06,10370.24,
1-March-2006,10368.75,10573.29,10344.26,10565.47,
2-March-2006,10597.19,10706.22,10593.80,10626.78,
3-March-2006,10649.28,10690.00,10556.03,10595.43,
6-March-2006,10616.99,10742.31,10616.99,10735.36,
7-March-2006,10747.87,10753.13,10661.62,10725.67,
8-March-2006,10728.39,10740.60,10493.91,10508.85,
9-March-2006,10533.89,10593.08,10376.54,10573.54,
10-March-2006,10581.64,10782.34,10581.64,10765.16,
13-March-2006,10795.99,10884.48,10782.53,10803.71,
14-March-2006,10796.82,10896.39,10761.22,10801.72,
16-March-2006,10859.39,10889.25,10830.19,10878.74,
17-March-2006,10902.26,10951.38,10844.03,10860.04,
20-March-2006,10903.25,10946.94,10889.41,10941.11,
21-March-2006,10945.62,11017.25,10863.61,10905.20,
22-March-2006,10900.02,10935.09,10784.42,10841.35,
23-March-2006,10861.95,10924.29,10792.98,10840.59,
24-March-2006,10851.80,10966.06,10851.80,10950.30,
27-March-2006,10996.36,11101.42,10996.36,11079.02,
28-March-2006,11114.43,11146.85,11051.13,11086.03,
29-March-2006,11103.87,11197.64,11103.87,11183.48,
30-March-2006,11241.78,11338.66,11227.82,11307.04,
31-March-2006,11325.96,11356.95,11231.16,11279.96,
3-April-2006,11342.96,11579.10,11342.96,11564.36,
4-April-2006,11599.80,11710.69,11570.11,11638.01,
5-April-2006,11671.14,11755.20,11653.39,11746.90,
7-April-2006,11845.13,11930.66,11564.87,11589.44,
10-April-2006,11620.38,11691.92,11535.28,11662.55,
12-April-2006,11693.15,11702.77,11302.78,11355.73,
13-April-2006,11366.91,11380.83,11008.43,11237.23,
17-April-2006,11323.74,11560.90,11323.74,11539.68,
18-April-2006,11624.97,11834.77,11624.97,11821.57,
19-April-2006,11880.05,11986.09,11799.62,11895.98,
20-April-2006,11941.49,12053.74,11866.21,12039.55,
21-April-2006,12053.90,12102.00,11860.35,12030.30,
24-April-2006,12063.73,12071.07,11882.48,11915.24,
25-April-2006,11943.08,11953.00,11621.61,11646.78,
26-April-2006,11677.05,11965.09,11635.40,11938.53,
27-April-2006,11968.80,12086.91,11803.49,11835.02,
28-April-2006,11698.68,11877.32,11344.61,11851.93,
29-April-2006,11881.51,12061.06,11881.51,12042.56,
2-May-2006,12103.78,12288.51,12103.78,12218.78,
3-May-2006,12231.12,12337.01,12134.19,12310.72,
4-May-2006,12343.63,12482.91,12264.14,12347.63,
5-May-2006,12373.47,12443.54,12304.59,12359.70,
8-May-2006,12393.22,12511.07,12393.22,12462.47,
9-May-2006,12488.38,12546.47,12356.04,12513.86,
10-May-2006,12546.93,12624.37,12530.98,12612.38,
11-May-2006,12631.54,12671.11,12397.02,12435.41,
12-May-2006,12400.71,12421.76,12224.44,12285.11,
15-May-2006,12272.64,12272.64,11770.76,11822.20,
16-May-2006,11861.18,11954.51,11378.96,11873.73,
17-May-2006,11962.87,12238.81,11962.87,12217.81,
18-May-2006,12163.98,12163.98,11330.45,11391.43,
19-May-2006,11549.67,11697.11,10799.01,10938.61,
22-May-2006,11071.63,11142.90,9826.91,10481.77,
23-May-2006,10590.67,10859.20,10185.48,10822.78,
24-May-2006,10830.98,11000.96,10504.59,10573.15,
25-May-2006,10520.90,10720.67,10274.93,10666.32,
26-May-2006,10735.14,11050.77,10735.14,10809.35,
29-May-2006,10855.03,10992.38,10781.61,10853.14,
30-May-2006,10886.61,10988.23,10722.92,10786.63,
31-May-2006,10679.49,10679.49,10111.96,10398.61,
1-June-2006,10472.46,10597.23,10017.82,10071.42,
2-June-2006,10104.57,10477.35,10011.45,10451.33,
5-June-2006,10537.08,10552.38,10186.33,10213.48,
6-June-2006,10087.96,10192.73,9884.89,9957.32,
7-June-2006,9919.28,10051.81,9609.21,9756.76,
8-June-2006,9664.90,9664.90,9200.80,9295.81,
9-June-2006,9270.78,9849.20,9262.20,9810.46,
12-June-2006,9858.47,9859.38,9428.03,9476.15,
13-June-2006,9360.06,9360.06,8993.58,9062.65,
14-June-2006,9156.97,9387.06,8799.01,8929.44,
15-June-2006,9133.36,9589.05,9092.16,9545.06,
16-June-2006,9703.06,10118.28,9703.06,9884.51,
19-June-2006,9903.11,10049.94,9755.21,9997.84,
20-June-2006,9958.33,9958.33,9745.17,9822.52,
21-June-2006,9828.93,10054.05,9752.65,10040.14,
22-June-2006,10093.38,10362.74,10093.38,10275.88,
23-June-2006,10201.31,10453.61,10025.19,10401.30,
25-June-2006,10443.60,10510.07,10367.04,10412.93,
26-June-2006,10427.85,10451.47,9991.12,10042.06,
27-June-2006,10058.29,10224.26,9901.58,10151.01,
28-June-2006,10067.55,10204.66,9909.76,10129.70,
29-June-2006,10193.94,10326.05,10109.56,10162.16,
30-June-2006,10316.12,10626.84,10316.12,10609.25,
3-July-2006,10616.97,10729.92,10589.46,10695.26,
4-July-2006,10755.45,10800.11,10644.72,10662.22,
5-July-2006,10641.33,10940.45,10611.35,10919.64,
6-July-2006,10836.49,10839.53,10703.00,10767.97,
7-July-2006,10813.75,10887.67,10440.02,10509.53,
10-July-2006,10484.25,10704.78,10461.73,10684.30,
11-July-2006,10699.62,10704.01,10566.71,10614.35,
12-July-2006,10604.64,10939.68,10549.85,10930.09,
13-July-2006,10922.61,10922.61,10797.49,10858.50,
14-July-2006,10782.98,10782.98,10563.76,10678.22,
17-July-2006,10647.26,10647.26,10262.57,10293.22,
18-July-2006,10336.62,10406.43,10149.85,10226.78,
19-July-2006,10320.59,10408.16,9972.73,10007.34,
20-July-2006,10189.67,10409.58,10189.67,10352.94,
21-July-2006,10336.38,10336.38,10035.24,10085.91,
24-July-2006,10042.47,10252.75,9875.35,10215.37,
25-July-2006,10351.75,10443.05,10302.62,10415.61,
26-July-2006,10465.34,10648.77,10362.61,10617.27,
27-July-2006,10671.77,10762.67,10589.68,10741.59,
28-July-2006,10787.65,10787.65,10603.83,10680.23,
31-July-2006,10759.19,10853.91,10710.29,10743.88,
1-August-2006,10737.50,10777.47,10645.99,10751.66,
2-August-2006,10747.13,10891.38,10730.13,10876.19,
3-August-2006,10929.03,11081.90,10875.87,10923.16,
4-August-2006,10939.80,11039.34,10810.04,10866.51,
7-August-2006,10863.28,10869.66,10780.01,10812.64,
8-August-2006,10839.53,11028.02,10839.53,11014.97,
9-August-2006,10990.73,11187.65,10939.21,11145.18,
10-August-2006,11175.00,11213.03,11051.75,11149.17,
11-August-2006,11181.34,11241.11,11069.25,11192.46,
14-August-2006,11221.86,11330.30,11221.86,11312.99,
16-August-2006,11384.05,11507.92,11384.05,11448.31,
17-August-2006,11498.47,11551.59,11379.44,11477.48,
18-August-2006,11498.51,11508.17,11409.11,11465.72,
21-August-2006,11488.03,11531.60,11375.90,11511.68,
22-August-2006,11547.42,11619.86,11460.93,11502.62,
23-August-2006,11579.92,11579.92,11374.86,11406.65,
24-August-2006,11367.74,11566.89,11297.23,11531.95,
25-August-2006,11589.35,11635.25,11542.10,11572.20,
28-August-2006,11583.73,11633.35,11552.44,11619.52,
29-August-2006,11651.96,11739.77,11651.96,11706.85,
30-August-2006,11735.05,11756.08,11643.38,11723.92,
31-August-2006,11754.07,11794.43,11675.08,11699.05,
1-September-2006,11699.57,11795.02,11666.01,11778.02,
4-September-2006,11824.49,11939.96,11824.49,11914.21,
5-September-2006,11927.42,11945.53,11847.93,11904.60,
6-September-2006,11908.53,11983.48,11904.92,11933.21,
7-September-2006,11893.33,11921.30,11815.43,11853.85,
8-September-2006,11859.44,11940.58,11825.22,11918.65,
11-September-2006,11959.56,11971.60,11505.60,11550.69,
12-September-2006,11564.95,11671.80,11444.18,11660.79,
13-September-2006,11723.78,11938.41,11723.78,11893.79,
14-September-2006,11936.80,12003.68,11892.24,11973.02,
15-September-2006,11977.69,12041.70,11847.61,12009.59,
18-September-2006,12006.19,12114.95,12006.19,12071.30,
19-September-2006,12103.44,12152.60,11915.21,11970.47,
20-September-2006,11946.32,12128.99,11833.61,12109.14,
21-September-2006,12167.91,12285.90,12167.91,12274.27,
22-September-2006,12244.41,12303.42,12170.20,12236.78,
25-September-2006,12257.27,12273.71,12145.09,12173.91,
26-September-2006,12206.79,12331.45,12160.58,12321.19,
27-September-2006,12359.01,12442.82,12339.98,12366.91,
28-September-2006,12388.66,12431.79,12340.17,12380.74,
29-September-2006,12414.66,12485.17,12381.29,12454.42,
3-October-2006,12473.79,12489.28,12343.80,12366.39,
4-October-2006,12401.09,12419.65,12178.83,12204.01,
5-October-2006,12299.21,12415.97,12299.21,12389.41,
6-October-2006,12391.26,12434.22,12357.69,12372.81,
9-October-2006,12335.82,12429.74,12261.49,12365.83,
10-October-2006,12416.43,12481.93,12341.34,12363.77,
11-October-2006,12446.72,12514.18,12301.51,12353.49,
12-October-2006,12387.89,12558.71,12315.02,12537.98,
13-October-2006,12632.62,12756.23,12632.62,12736.42,
16-October-2006,12785.03,12953.76,12785.03,12928.18,
17-October-2006,12981.53,12994.45,12819.35,12883.83,
18-October-2006,12875.38,12920.59,12830.84,12858.48,
19-October-2006,12881.80,12925.60,12654.98,12723.59,
20-October-2006,12756.41,12849.02,12679.85,12709.40,
21-October-2006,12785.29,12837.28,12714.72,12736.82,
23-October-2006,12757.31,12766.30,12612.36,12623.28,
26-October-2006,12636.16,12718.31,12636.16,12698.41,
27-October-2006,12741.85,12921.23,12741.85,12906.81,
30-October-2006,12925.43,13039.30,12844.85,13024.26,
31-October-2006,13048.76,13075.85,12907.94,12961.90,
1-November-2006,12992.62,13050.73,12937.30,13033.04,
2-November-2006,13062.52,13137.74,13014.65,13091.12,
3-November-2006,13119.34,13146.86,13017.84,13130.79,
6-November-2006,13155.11,13206.87,13111.65,13186.89,
7-November-2006,13208.79,13300.69,13135.21,13156.66,
8-November-2006,13176.08,13202.68,12950.07,13072.51,
9-November-2006,13107.78,13192.89,13069.85,13137.49,
10-November-2006,13187.51,13303.85,13104.98,13282.91,
13-November-2006,13295.24,13410.08,13287.28,13399.00,
14-November-2006,13439.71,13486.74,13380.77,13425.50,
15-November-2006,13476.28,13506.08,13390.79,13469.37,
16-November-2006,13500.70,13588.01,13459.28,13505.89,
17-November-2006,13678.04,13678.04,13383.43,13429.48,
20-November-2006,13390.95,13463.06,13200.36,13430.71,
21-November-2006,13434.58,13630.41,13434.58,13616.77,
22-November-2006,13625.09,13740.39,13625.09,13706.53,
23-November-2006,13667.13,13790.82,13643.47,13680.83,
24-November-2006,13669.81,13767.85,13665.52,13703.33,
27-November-2006,13716.46,13799.08,13716.46,13773.59,
28-November-2006,13690.67,13691.12,13577.38,13601.95,
29-November-2006,13649.20,13711.76,13586.04,13616.73,
30-November-2006,13630.90,13745.16,13630.58,13696.31,
1-December-2006,13729.67,13857.81,13725.78,13844.78,
4-December-2006,13846.71,13912.54,13828.51,13874.33,
5-December-2006,14028.47,14028.47,13905.65,13937.65,
6-December-2006,13951.09,14035.30,13847.67,13949.00,
7-December-2006,13962.94,14002.72,13915.74,13972.03,
8-December-2006,14007.67,14009.56,13756.86,13799.49,
11-December-2006,13783.00,13801.98,13261.73,13399.43,
12-December-2006,13413.61,13492.21,12801.65,12995.02,
13-December-2006,13011.37,13223.00,12830.38,13181.34,
14-December-2006,13256.81,13524.77,13239.79,13487.16,
15-December-2006,13545.60,13669.65,13545.60,13614.52,
18-December-2006,13695.60,13744.17,13416.40,13731.09,
19-December-2006,13737.36,13748.62,13237.39,13382.01,
20-December-2006,13452.69,13568.09,13232.56,13340.21,
21-December-2006,13313.91,13441.36,13182.35,13384.86,
22-December-2006,13398.13,13493.88,13362.11,13471.74,
26-December-2006,13501.44,13726.62,13490.77,13708.34,
27-December-2006,13734.01,13911.59,13734.01,13859.69,
28-December-2006,13893.29,13960.39,13819.77,13846.34,
29-December-2006,13873.03,13929.10,13770.06,13786.91,
2-January-2007,13827.77,13980.54,13797.44,13942.24,
3-January-2007,13969.45,14035.67,13897.42,14014.92,
4-January-2007,14029.04,14060.35,13850.38,13871.71,
5-January-2007,13768.79,13971.82,13763.39,13860.52,
8-January-2007,13855.89,13855.89,13599.87,13652.15,
9-January-2007,13650.96,13748.42,13493.38,13566.33,
10-January-2007,13569.57,13569.57,13336.52,13362.16,
11-January-2007,13331.38,13667.80,13303.22,13630.71,
12-January-2007,13729.07,14070.88,13729.07,14056.53,
15-January-2007,14110.44,14202.12,14103.12,14129.64,
16-January-2007,14146.00,14211.15,14070.65,14114.73,
17-January-2007,14116.25,14185.12,14089.63,14131.34,
18-January-2007,14165.77,14325.92,14140.35,14217.75,
19-January-2007,14271.24,14300.11,14067.52,14182.71,
22-January-2007,14217.80,14259.07,14111.75,14209.24,
23-January-2007,14212.12,14212.12,14025.74,14041.24,
24-January-2007,14069.61,14156.46,14043.54,14110.46,
25-January-2007,14151.62,14307.19,14115.40,14282.72,
29-January-2007,14306.97,14316.54,14185.92,14211.96,
31-January-2007,14219.38,14269.31,14045.61,14090.92,
1-February-2007,14124.36,14278.08,14109.91,14267.18,
2-February-2007,14293.11,14462.77,14293.11,14403.77,
5-February-2007,14432.09,14526.51,14372.36,14515.90,
6-February-2007,14541.24,14564.80,14452.78,14478.19,
7-February-2007,14493.56,14663.26,14478.45,14643.13,
8-February-2007,14690.58,14697.69,14523.16,14652.09,
9-February-2007,14684.35,14723.88,14493.67,14538.90,
12-February-2007,14529.28,14529.28,14146.22,14190.70,
13-February-2007,14168.33,14363.74,13957.70,14090.98,
14-February-2007,13990.41,14036.61,13805.36,14009.90,
15-February-2007,14107.09,14372.96,14107.09,14355.55,
19-February-2007,14406.88,14479.18,14372.07,14402.90,
20-February-2007,14449.23,14466.76,14230.47,14253.38,
21-February-2007,14199.07,14312.88,14157.72,14188.49,
22-February-2007,14200.11,14287.03,13978.05,14021.31,
23-February-2007,14071.27,14071.27,13568.08,13632.53,
26-February-2007,13684.95,13723.40,13383.88,13649.52,
27-February-2007,13703.41,13703.41,13408.56,13478.83,
28-February-2007,13045.12,13298.52,12800.91,12938.09,
1-March-2007,13013.74,13193.13,12861.35,13159.55,
2-March-2007,13139.10,13254.03,12836.75,12886.13,
5-March-2007,12716.85,12716.85,12344.44,12415.04,
6-March-2007,12573.01,12760.22,12427.13,12697.09,
7-March-2007,12792.90,12902.18,12390.46,12579.75,
8-March-2007,12649.77,13099.83,12596.86,13049.35,
9-March-2007,13107.37,13145.72,12788.16,12884.99,
12-March-2007,12916.67,13056.86,12844.99,12902.63,
13-March-2007,12924.50,13026.85,12817.62,12982.98,
14-March-2007,12694.36,12694.36,12504.10,12529.62,
15-March-2007,12655.94,12789.81,12510.75,12543.85,
16-March-2007,12570.52,12638.78,12316.10,12430.40,
19-March-2007,12484.64,12655.00,12426.66,12644.99,
20-March-2007,12746.94,12798.80,12674.77,12705.94,
21-March-2007,12735.91,12964.94,12664.33,12945.88,
22-March-2007,13071.81,13326.24,13071.81,13308.03,
23-March-2007,13343.57,13386.95,13196.90,13285.93,
26-March-2007,13345.73,13345.73,13090.80,13124.32,
28-March-2007,13034.27,13035.56,12861.18,12884.34,
29-March-2007,12862.53,13004.40,12832.69,12979.66,
30-March-2007,13018.21,13111.87,12984.13,13072.10,
2-April-2007,12811.93,12811.93,12425.52,12455.37,
3-April-2007,12503.75,12657.75,12481.86,12624.58,
4-April-2007,12691.24,12835.36,12691.24,12786.77,
5-April-2007,12791.60,12899.31,12711.50,12856.08,
9-April-2007,12904.85,13194.00,12904.85,13177.74,
10-April-2007,13236.20,13236.20,13075.48,13189.54,
11-April-2007,13221.76,13294.90,13161.21,13183.24,
12-April-2007,13127.86,13160.15,13030.87,13113.81,
13-April-2007,13163.02,13421.05,13119.88,13384.08,
16-April-2007,13479.49,13708.40,13479.49,13695.58,
17-April-2007,13733.18,13755.76,13581.04,13607.04,
18-April-2007,13602.90,13762.92,13602.90,13672.19,
19-April-2007,13538.71,13658.11,13423.64,13619.70,
